position,channelId,channelTitle,videoId,publishedAt,publishedAtSQL,videoTitle,videoDescription,tags,videoCategoryId,videoCategoryLabel,topicCategories,duration,durationSec,dimension,definition,caption,defaultLanguage,defaultLAudioLanguage,thumbnail_maxres,licensedContent,locationDescription,latitude,longitude,viewCount,likeCount,dislikeCount,favoriteCount,commentCount
1759,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",qsU9K0K1rO0,2016-07-16T04:09:51Z,"2016-07-16 04:09:51","UCLA Pediatric Neurology – “Ashley’s Journey” | Kaleidoscope Ball 2016","When Ashley was 12 years old she had a grand mal seizure and was airlifted to Mattel Children’s Hospital UCLA. Learn about children’s neurology and how epilepsy can have a profound effect on a child’s daily life. Learn more at https://uclahealth.org/CDI","Mattel Children’s Hospital UCLA,Pediatric Neurology,UCLA Pediatric Neurology,Kaleidoscope Ball 2016,children’s neurology,epilepsy,UCLA Children's Discovery and Innovation Institute",28,"Science & Technology","Health,Knowledge",PT3M52S,232,2d,hd,false,,,https://i.ytimg.com/vi/qsU9K0K1rO0/maxresdefault.jpg,,,,,8290,61,,0,3
1760,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",nO4GHnky0zU,2016-07-16T04:08:25Z,"2016-07-16 04:08:25","The Jake Schuster Story | Kaleidoscope Ball 2016","In the first four months of his life Jake had more than 11 surgeries. Over the past 14 years he has been cared for by every team and specialty unit at Mattel Children’s Hospital UCLA Learn more at https://uclahealth.org/CDI","Jake Schuster,Kaleidoscope Ball,Mattel Children's Hospital UCLA,UCLA Children's Discovery and Innovation Institute",28,"Science & Technology","Health,Knowledge",PT3M42S,222,2d,hd,false,,,https://i.ytimg.com/vi/nO4GHnky0zU/maxresdefault.jpg,,,,,705,8,,0,1
1761,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",-CN7EAMxFo4,2016-07-15T23:02:25Z,"2016-07-15 23:02:25","3 Myths About Testicular Cancer - Mark Litwin, MD | UCLA Urology","Dr. Mark Litwin dispels three myths about testicular cancer Learn more at http://urology.ucla.edu","Testicular cancer,cancer,Mark Litwin MD,Dr. Mark Litwin,UCLA Urology",28,"Science & Technology","Health,Knowledge",PT1M46S,106,2d,hd,false,,,https://i.ytimg.com/vi/-CN7EAMxFo4/maxresdefault.jpg,,,,,26393,425,,0,57
1762,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",bzZvvsGwTzo,2016-07-14T23:57:47Z,"2016-07-14 23:57:47","Real Questions | Aortic Trauma | UCLA Aortic Center","What type of traumatic injuries can occur in the aorta? Learn more at http://aorticcenter.ucla.edu","aortic trauma,ucla aortic center,aortic injuries,brian derubertis md,ucla health",28,"Science & Technology","Health,Knowledge",PT1M8S,68,2d,hd,false,,,https://i.ytimg.com/vi/bzZvvsGwTzo/maxresdefault.jpg,,,,,679,2,,0,0
1763,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",aPj8YGQcd_g,2016-07-14T23:56:55Z,"2016-07-14 23:56:55","Real Questions | Aortic Disease | UCLA Aortic Center","What is aortic occlusive disease? Learn more at http://aorticcenter.ucla.edu","Aortic diesease,UCLA Aortic Center,Aortic occlusive diesease,Brian DeRubertis md,UCLA Health",28,"Science & Technology","Health,Knowledge",PT57S,57,2d,hd,false,,,https://i.ytimg.com/vi/aPj8YGQcd_g/maxresdefault.jpg,,,,,1614,1,,0,0
1764,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",--F6p3F_atI,2016-07-14T23:55:51Z,"2016-07-14 23:55:51","Real Questions | Aortic Disorders | UCLA Aortic Center","What is the role of medical management in patients with acute aortic syndrome? Learn more at http://aorticcenter.ucla.edu","Aortic Disorders,UCLA Aortic Center,acute aortic syndrome,Aorta (NCI Term),medical management,Gabriel Vorobiof MD,UCLA Health",28,"Science & Technology","Health,Knowledge",PT49S,49,2d,hd,false,,,https://i.ytimg.com/vi/--F6p3F_atI/maxresdefault.jpg,,,,,132,0,,0,0
1765,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",jldI7WicFzc,2016-07-14T23:55:16Z,"2016-07-14 23:55:16","Real Questions | Aortic Disorders | UCLA Aortic Center","What cardiac conditions predispose to the development of aortic disorders? Learn more at http://aorticcenter.ucla.edu","Aortic Disorders UCLA Aortic Center cardiac conditions Gabriel Vorobiof MD University Of California,Los Angeles (College/University) UCLA Health",28,"Science & Technology","Health,Knowledge",PT1M9S,69,2d,hd,false,,,https://i.ytimg.com/vi/jldI7WicFzc/maxresdefault.jpg,,,,,264,0,,0,1
1766,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",pQCAc09r7d0,2016-07-14T23:54:34Z,"2016-07-14 23:54:34","Real Questions | Aortic Surgery | UCLA Aortic Center","Can aortic aneurysms that are located next to the kidney or intestinal arteries be treated with stent grafts? Learn more at http://aorticcenter.ucla.edu","aortic aneurysms,stent grafts,ucla aortic center,aortic surgery,ucla health,brian derubertis md",28,"Science & Technology","Health,Knowledge",PT54S,54,2d,hd,false,,,https://i.ytimg.com/vi/pQCAc09r7d0/maxresdefault.jpg,,,,,46,0,,0,0
1767,,,BaVMeOWQoEQ,,,,,,,,,,0,,,,,,,,,,,,,,,
1768,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",F56DlyW41vA,2016-07-14T23:53:24Z,"2016-07-14 23:53:24","Real Questions | Aortic Surgery | UCLA Aortic Center","What is a fenestrated stent graft? Learn more at http://aorticcenter.ucla.edu","fenestrated stent graft,stent graft,aortic surgery,ucla aortic center,brian derubertis md,ucla health",28,"Science & Technology","Health,Knowledge",PT50S,50,2d,hd,false,,,https://i.ytimg.com/vi/F56DlyW41vA/maxresdefault.jpg,,,,,256,1,,0,0
1769,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",8DCLFi0ogpo,2016-07-14T23:51:48Z,"2016-07-14 23:51:48","Real Questions | Aortic Surgery | UCLA Aortic Center","How do we protect the brain? Learn more at http://aorticcenter.ucla.edu","Aortic Surgery,UCLA Aortic Center,Brain,Richard Shemin MD,UCLA Health",28,"Science & Technology","Health,Knowledge",PT1M44S,104,2d,hd,false,,,https://i.ytimg.com/vi/8DCLFi0ogpo/maxresdefault.jpg,,,,,394,1,,0,0
1770,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",P5yuETMKLq0,2016-07-14T23:50:57Z,"2016-07-14 23:50:57","Real Questions | Aortic Surgery | UCLA Aortic Center","Is it possible to do less invasive approaches to both the ascending aorta as well as the transverse arch? And what would be the risk of brain injury? Learn more at http://aorticcenter.ucla.edu","Aortic Surgery,UCLA Aortic Center,brain injury,ascending aorta,transverse arch,Aorta (NCI Term),Richard Shemin MD,UCLA Health",28,"Science & Technology","Health,Knowledge",PT1M35S,95,2d,hd,false,,,https://i.ytimg.com/vi/P5yuETMKLq0/maxresdefault.jpg,,,,,912,3,,0,0
1771,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",EV4Hz0LYqBQ,2016-07-14T23:50:18Z,"2016-07-14 23:50:18","Real Questions | Aortic Surgery | UCLA Aortic Center","How big are the devices needed to fix my aorta? Learn more at http://aorticcenter.ucla.edu","aortic surgery,ucla aortic center,aorta,diagnostic radiology,stephen kee md",28,"Science & Technology","Health,Knowledge",PT42S,42,2d,hd,false,,,https://i.ytimg.com/vi/EV4Hz0LYqBQ/maxresdefault.jpg,,,,,136,0,,0,0
1772,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",zd0N9wUcWTY,2016-07-14T23:49:40Z,"2016-07-14 23:49:40","Real Questions | Aortic Surgery | UCLA Aortic Center","What is the modern treatment of complex ruptures and dissections of the aorta? Learn more at http://aorticcenter.ucla.edu","Aortic Surgery,UCLA Aortic Center,Richard Shemin MD,complex ruptures,dissections of the aorta,Aorta (NCI Term),UCLA Health",28,"Science & Technology","Health,Knowledge",PT51S,51,2d,hd,false,,,https://i.ytimg.com/vi/zd0N9wUcWTY/maxresdefault.jpg,,,,,220,1,,0,0
1773,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",FOZqkNnwqUg,2016-07-14T22:39:17Z,"2016-07-14 22:39:17","Real Questions | Aortic Surgery | UCLA Aortic Center","Is there an age limit to safe aortic surgery? Learn more at http://aorticcenter.ucla.edu","Aortic Surgery,UCLA Aortic Center,Richard Shemin MD,UCLA Health",28,"Science & Technology","Health,Knowledge",PT1M16S,76,2d,hd,false,,,https://i.ytimg.com/vi/FOZqkNnwqUg/maxresdefault.jpg,,,,,445,1,,0,0
1774,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",AXhiSAWIq4E,2016-07-14T22:37:31Z,"2016-07-14 22:37:31","Real Questions | Aortic Surgery | UCLA Aortic Center","What preoperative evaluations are required before aortic surgery? Learn more at http://aorticcenter.ucla.edu","Aortic Surgery,UCLA Aortic Center,preoperative evaluations,Gabriel Vorobiof MD,UCLA Health,Surgery (Medical Specialty)",28,"Science & Technology","Health,Knowledge",PT54S,54,2d,hd,false,,,https://i.ytimg.com/vi/AXhiSAWIq4E/maxresdefault.jpg,,,,,304,0,,0,0
1775,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",LQAI_VNrQiM,2016-07-14T22:35:43Z,"2016-07-14 22:35:43","Real Questions | Aortic Dissection | UCLA Aortic Center","I have a known connective tissue disorder that is associated with aortic complications. How will this affect my treatment? Learn more at http://aorticcenter.ucla.edu","Connective Tissue Disease,Aortic Dissection,UCLA Aortic Center,Murray Kwon MD,UCLA Health,Aortic Complications",28,"Science & Technology","Health,Knowledge",PT52S,52,2d,hd,false,,,https://i.ytimg.com/vi/LQAI_VNrQiM/maxresdefault.jpg,,,,,233,1,,0,0
1776,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",-UJ2NvNMiXU,2016-07-14T22:34:42Z,"2016-07-14 22:34:42","Real Questions | Aortic Dissection | UCLA Aortic Center","What is the role of aortic stents in acute dissection? Learn more at http://aorticcenter.ucla.edu","aortic dissection,UCLA Aortic Center,Murray Kwon MD,Aortic stents,UCLA Health,Aorta (NCI Term)",28,"Science & Technology","Health,Knowledge",PT47S,47,2d,hd,false,,,https://i.ytimg.com/vi/-UJ2NvNMiXU/maxresdefault.jpg,,,,,426,2,,0,0
1777,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",jIi3IazMVsM,2016-07-14T22:32:59Z,"2016-07-14 22:32:59","Real Questions | Aortic Dissection | UCLA Aortic Center","What is type B aortic dissection? Learn more at http://aorticcenter.ucla.edu","aortic dissection,ucla aortic center,type B aortic dissection,murray kwon md,ucla health,Aorta (NCI Term)",28,"Science & Technology","Health,Knowledge",PT52S,52,2d,hd,false,,,https://i.ytimg.com/vi/jIi3IazMVsM/maxresdefault.jpg,,,,,237,1,,0,0
1778,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",RBVTHbC6qtM,2016-07-14T22:31:24Z,"2016-07-14 22:31:24","Real Questions | Aortic Dissection | UCLA Aortic Center","What is type A aortic dissection? Learn more at http://aorticcenter.ucla.edu","aortic dissection,type A aortic dissection,ucla aortic center,ucla health,murray kwon md,Aorta (NCI Term)",28,"Science & Technology","Health,Knowledge",PT51S,51,2d,hd,false,,,https://i.ytimg.com/vi/RBVTHbC6qtM/maxresdefault.jpg,,,,,341,1,,0,0
1779,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",VMFsEiQBTdo,2016-07-14T22:30:48Z,"2016-07-14 22:30:48","Real Questions | Aortic Dissection | UCLA Aortic Center","If an aortic dissection occurs, what is the surgical treatment? Learn more at http://aorticcenter.ucla.edu","Aortic Dissection,UCLA Aortic Center,Richard Shemin MD,UCLA Health,Aorta (NCI Term)",28,"Science & Technology","Health,Knowledge",PT1M24S,84,2d,hd,false,,,https://i.ytimg.com/vi/VMFsEiQBTdo/maxresdefault.jpg,,,,,255,1,,0,0
1780,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",4xub1yraEAY,2016-07-14T22:30:02Z,"2016-07-14 22:30:02","Real Questions | Aortic Dissection | UCLA Aortic Center","What is an aortic dissection? Learn more at http://aorticcenter.ucla.edu","aortic dissection,ucla aortic center,murray kwon md,aorta,ucla health",28,"Science & Technology","Health,Knowledge",PT54S,54,2d,hd,false,,,https://i.ytimg.com/vi/4xub1yraEAY/maxresdefault.jpg,,,,,2661,3,,0,0
1781,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",nTt8q4B3fds,2016-07-14T22:26:34Z,"2016-07-14 22:26:34","Real Questions | Aneurysms | UCLA Aortic Center","Are aneurysms associated with diseases of the aortic valve? Learn more at http://aorticcenter.ucla.edu","Aneurysms,Aorta (NCI Term),Aneurysm (Disease Or Medical Condition),UCLA Aortic Center,UCLA Health,Richard Shemin MD,Aortic Valve",28,"Science & Technology","Health,Knowledge",PT1M43S,103,2d,hd,false,,,https://i.ytimg.com/vi/nTt8q4B3fds/maxresdefault.jpg,,,,,227,0,,0,0
1782,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",pAZQUNPTFDw,2016-07-14T22:25:46Z,"2016-07-14 22:25:46","Real Questions | Aortic Aneurysm | UCLA Aortic Center","What happens if one ignores the surgical treatment for an aneurysm of the ascending aorta? Learn more at http://aorticcenter.ucla.edu","Aortic Aneurysm,UCLA Aortic Center,Richard Shemin MD,ascending aorta,Aorta (NCI Term),aneurysm,UCLA Health",28,"Science & Technology","Health,Knowledge",PT1M35S,95,2d,hd,false,,,https://i.ytimg.com/vi/pAZQUNPTFDw/maxresdefault.jpg,,,,,951,3,,0,0
1783,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",bdmVX5h74I8,2016-07-14T22:24:35Z,"2016-07-14 22:24:35","Real Questions | Aortic Aneurysm | UCLA Aortic Center","What are the surgical treatments and approaches to aneurysms of the ascending aorta? Learn more at http://aorticcenter.ucla.edu","Aortic Aneurysm,UCLA Aortic Center,Richard Shemin MD,ascending aorta,UCLA Health,Aorta (NCI Term)",28,"Science & Technology","Health,Knowledge",PT1M6S,66,2d,hd,false,,,https://i.ytimg.com/vi/bdmVX5h74I8/maxresdefault.jpg,,,,,2327,10,,0,2
1784,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",62YG3E63G50,2016-07-14T22:22:38Z,"2016-07-14 22:22:38","Real Questions | Aneurysms | UCLA Aortic Center","What are the options for treatment of an aortic aneurysm? Learn more at http://aorticcenter.ucla.edu","aortic aneurysm,Aorta (NCI Term),Aneurysm (Disease Or Medical Condition),UCLA Aortic Center,Aortic aneurysms treatment,William Quinones Baldrich MD,UCLA Health",28,"Science & Technology","Health,Knowledge",PT3M30S,210,2d,hd,false,,,https://i.ytimg.com/vi/62YG3E63G50/maxresdefault.jpg,,,,,262,0,,0,0
1785,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",JWbQ6Qhxo0Q,2016-07-14T22:21:51Z,"2016-07-14 22:21:51","Real Questions | Aneurysms | UCLA Aortic Center","What are the risk factors for an aneurysm rupture? Learn more at http://aorticcenter.ucla.edu","aneurysms,aneurysm rupture,UCLA Aortic Center,Aorta (NCI Term),Aneurysm (Disease Or Medical Condition),William Quinones Baldrich MD,UCLA Health",28,"Science & Technology","Health,Knowledge",PT1M37S,97,2d,hd,false,,,https://i.ytimg.com/vi/JWbQ6Qhxo0Q/maxresdefault.jpg,,,,,157,0,,0,0
1786,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",9TBDeRg9tiY,2016-07-14T22:20:45Z,"2016-07-14 22:20:45","Real Questions | Aneurysms | UCLA Aortic Center","What are the symptoms of aortic aneurysms? Learn more at http://aorticcenter.ucla.edu","Aneurysms,UCLA Aortic Center,aortic aneurysms,aortic aneurysm,Aorta (NCI Term),Aneurysm (Disease Or Medical Condition),William Quinones Baldrich MD,UCLA Health",28,"Science & Technology","Health,Knowledge",PT1M37S,97,2d,hd,false,,,https://i.ytimg.com/vi/9TBDeRg9tiY/maxresdefault.jpg,,,,,478,0,,0,1
1787,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",jQxPUcuHmO8,2016-07-14T22:19:55Z,"2016-07-14 22:19:55","Real Questions | Aneurysms | UCLA Aortic Center","What causes aortic aneurysms? Learn more at http://aorticcenter.ucla.edu","aortic aneurysm,aortic aneurysms,UCLA Aortic Center,Aorta (NCI Term),Aneurysm (Disease Or Medical Condition),William Quinones Baldrich MD,UCLA Health",28,"Science & Technology","Health,Knowledge",PT1M3S,63,2d,hd,false,,,https://i.ytimg.com/vi/jQxPUcuHmO8/maxresdefault.jpg,,,,,123,1,,0,0
1788,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",6rSXtTDN8Jo,2016-07-14T22:18:21Z,"2016-07-14 22:18:21","Real Questions | Aneurysms | UCLA Aortic Center","What is an aortic aneurysms? Learn more at http://aorticcenter.ucla.edu","Aneurysms,UCLA Aortic Center,aortic aneurysms,aortic aneurysm,UCLA Health,William Quinones Baldrich MD,Aorta (NCI Term),Aneurysm (Disease Or Medical Condition)",28,"Science & Technology","Health,Knowledge",PT1M43S,103,2d,hd,false,,,https://i.ytimg.com/vi/6rSXtTDN8Jo/maxresdefault.jpg,,,,,2779,1,,0,0
1789,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",zflHpFRXHsg,2016-07-13T18:16:39Z,"2016-07-13 18:16:39","‘Kidney voucher’ enables kidney donation when needed | UCLA Health Newsroom","Howard Broadman approached UCLA with the concept of donating a kidney so that his grandson Quinn would be eligible to receive one in the future. Gift certificate, layaway plan or voucher. Call it what you want, but an innovative organ donation program initiated at UCLA has started to spread to other transplant programs across the United States. The program allows for living donors to donate a kidney in advance of when a friend or family member might require a kidney transplant. Learn more at http://transplants.ucla.edu/kidneyexchange","kidney exchange,kidney transplant,kidney transplantation,kidney donation,donate life,Dr Jeffrey Veale,Jeff Veale MD,Living Kidney Donation",28,"Science & Technology",Health,PT1M10S,70,2d,hd,false,,,https://i.ytimg.com/vi/zflHpFRXHsg/maxresdefault.jpg,,,,,3707,21,,0,11
1790,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",_dnYYFGrnWY,2016-07-12T19:29:12Z,"2016-07-12 19:29:12","Pediatric Obesity and Fatty Liver Disease","Join UCLA pediatrician Joanna Yeh, MD as she discusses fatty liver disease and effective screening for fatty liver in young patients who are overweight. Learn more about our webinar series at www.uclahealth.org/uclamdchat.","uclamdchat,ucla health,fatty liver disease,pediatric obesity,webinars,joanna yeh md",28,"Science & Technology","Health,Knowledge",PT19M59S,1199,2d,hd,false,,,https://i.ytimg.com/vi/_dnYYFGrnWY/maxresdefault.jpg,,,,,1453,25,,0,0
1791,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",eupOyERQb5k,2016-07-11T17:37:45Z,"2016-07-11 17:37:45","Lon Titen | UCLA Health Employee Spotlight","Lon Titen, nurse, Nethercutt Emergency Center, helps provide personalized care to a variety of patients at UCLA Medical Center, Santa Monica.","Nethercutt Emergency Center,UCLA Medical Center,Santa Monica.,employee spotlight",27,Education,Health,PT1M10S,70,2d,hd,false,,,https://i.ytimg.com/vi/eupOyERQb5k/maxresdefault.jpg,,,,,1973,7,,0,0
1792,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",5gszhP0E3z4,2016-07-11T17:37:29Z,"2016-07-11 17:37:29","Sandy Gonzalez | UCLA Health Employee Spotlight","Sandy Gonzalez, senior administrative analyst, Security and Parking Services, helps support over 2,000 staff members with their parking needs.","Security and Parking Services",27,Education,"Health,Society",PT1M,60,2d,hd,false,,,https://i.ytimg.com/vi/5gszhP0E3z4/maxresdefault.jpg,,,,,1461,5,,0,0
1793,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",cz17E2_TXHI,2016-07-07T20:03:33Z,"2016-07-07 20:03:33","Sheena Kamra, MD | Torrance Pediatrics - UCLA Health","Dr. Sheena Kamra is trained in urgent and preventive care for newborns, children and adolescents as well as the management of chronic health conditions. Learn more at https://uclahealth.org/Shenna-Kamra","Torrance Pediatrics,Torrance Pediatricians,Dr. Shenna Kamra,Shenna Kamra MD,Pediatricians in Torrance California",28,"Science & Technology","Health,Knowledge",PT1M50S,110,2d,hd,false,,,https://i.ytimg.com/vi/cz17E2_TXHI/maxresdefault.jpg,,,,,1371,8,,0,0
1794,UCb_JYhqnSdEejiznUm3XNqQ,"UCLA Health",J4n2MiGgDUI,2016-07-07T01:15:52Z,"2016-07-07 01:15:52","6 tips to help your children control their emotions | UCLA Healthy Living Tips","They throw temper tantrums. They hit their siblings. And when denied the tiniest desire, they can melt into inconsolable puddles. Yet, somehow it’s up to you to help mold these little emotional tornadoes into reasonable human beings. What’s a parent do? Giving names to feelings is the first step to helping the under-8 set regulate their emotions, says Catherine Mogil, an assistant clinical professor at the Semel Institute for Neuroscience and Human Behavior at UCLA. Learn more at http://ucla.in/29zY1y6","Catherine Mogil PsyD,Children's emotions,negative emotions in children,positive emotions in children,emotions,coping mechanisms,tantrums,regulating emotions",28,"Science & Technology","Health,Knowledge",PT2M41S,161,2d,hd,false,,,https://i.ytimg.com/vi/J4n2MiGgDUI/maxresdefault.jpg,,,,,94300,823,,0,76
